#url,#title,#options,#tag,,OXdone
,g0v第伍拾貳次十週年黑客松共筆,,,,
,,,,,
https://g0v.hackmd.io/@jothon/BkMPNhTxj,"2022/10/22 09:00 活動資訊 Event Info",,行前準備:important,,done
http://g0v-jothon.kktix.cc/events/g0v-hackath52n,"報名網址 Registration",,"09/19 正午開始:warning",,done
,,,,,
https://g0v.hackmd.io/@jothon/ryqaWhaxo,"黑客松活動流程 Run-down",,,,
https://g0v.hackmd.io/@jothon/Sy1cpRWWs,"十週年論壇簡介 g0v 10th Anniversary Forum",,"pink 回顧＆展望",,
https://g0v.hackmd.io/@jothon/S1_E6cFbs,零時小學校專案孵化競賽：提案說明與回饋工作坊活動流程,,"yellow 來提案參賽吧",,
https://g0v.hackmd.io/@g10v/book,"更多十週年系列活動 More upcoming events in October",,"blue 精彩十月",,
https://g0v.hackmd.io/@jothon/-g0v-Community-Hangout-28th,"松前哈拉 Pre-hackathon community hangout",,"green 來聊聊吧",,
https://g0v.hackmd.io/s/COC,"與會守則 Code of conduct",,行前請讀,,done
,,,,,
,"提案流程 Propose your idea","{""expand"":true}",,,
https://docs.google.com/spreadsheets/d/14j-oFXO4PnZDVPErUuPKtCEHaWN9BUxjFWWHy-fPTog/edit#gid=1,"要提案！看提案！ Sign up for a 3-min pitch here",,提案在這登記:warning,,
https://g0v.hackmd.io/@jothon/rym3Kgb3d,"簡報計時器 Pitch Timer",,,,done
,,,,,
,"線上聊天室 Online Chat ","{""expand"":true}",,,
http://join.g0v.tw/,"slack 聊天室 Slack channel",,,"pink red green blue",
https://kiwiirc.com/client/irc.freenode.net/#g0v.tw,"IRC 聊天室 IRC channel",,"blue 即時聊天",,done
,,,,,
,"黑客松初心者 Newcomer","{""expand"":true}",,,
https://g0v.hackmd.io/@jothon/rJrowlWn_,"g0v新手教學影片 Newcomer Intro",,,,done
https://docs.google.com/document/d/1LYe00ythScFydxSRPRztU5Dq6Ubqn8ApK2abk1FEJKg/edit?usp=sharing,"新手任務小紙條 First-timer checklist",,,,done
https://docs.google.com/spreadsheets/d/1kw1auAdEfyR0T3o2ABnDMVY_HKf81h9-soy-sv0OrPw/edit?usp=sharing,"辦大松 SOP Hackathon SOP",,,,
,"空白模版 Blank Templates","{""expand"":false}",,,
" https://g0v.hackpad.tw/Project-Readme-aCZGg48I5pX","專案介紹空白模版 Project README",,常用:important,,done
https://g0v.github.io/grants-landing-template/,"產品入口頁空白模版 Project landing page",,,,done
" https://g0v.hackpad.tw/dwimzocKjEL","免責聲明模版 Disclaimer",,,,done
https://g0v.hackmd.io/FXzgW_exTTi9pmy-9xz5mw,大松提案共筆,,,,
