"#entries heading with hash symbol (#) represent comments",,,
#url,#title,,
,客廳工廠黑客松,"{""expand"": true}",
"#comments could be in between real entries",,,
https://g0v.hackpad.com/g0vtw-hackth3n--Mvvl8HrceCV,"6/8 活動資訊","{""expand"": false}",已結束:warning
" http://registrano.com/events/g0v-hackath3n-taipei/",報名頁面,,
" https://docs.google.com/spreadsheet/ccc?key=0Ak0j8_vTJFGUdEFCWHVQX0pnNkszNHJjUUJqVS1mc3c#gid=1",專案報告登記,,
" https://kiwiirc.com/client/irc.freenode.net/?&theme=cli#g0v.tw",聊天室,,
https://g0v.hackpad.com/-Idea-Pool-ZhayTz2Om0n,專案構想,,
,空白模版,,
" https://g0v.hackpad.com/Project-Readme-aCZGg48I5pX",專案介紹空白模版,,
" https://g0v.hackpad.com/Product-Planning-T2d2kAradat",產品規劃空白模版,,
" https://g0v.hackpad.com/dwimzocKjEL",免責聲明模版,,
,專案,"{""expand"": true}",
" https://g0v.hackpad.com/kuansim--mynkDCEAXgc",鄉民關心您,,
" https://g0v.hackpad.com/g0v-Issue-Tracking--BY8b8XPXuHW",議題追蹤共用元件區,,
" https://g0v.hackpad.com/STOP-TW-SOPA--9tmE2wbl4uQ","STOP TW SOPA",,
" https://g0v.hackpad.com/LawEasyRead-lYxzvhLiUYk",法令易讀器,,
" https://g0v.hackpad.com/MoeDict--jBwY0uGjPfB",萌典,,
" https://g0v.hackpad.com/8OJGjMMTItF",社會議題追蹤網,,
" https://g0v.hackpad.com/fcRWv8t7AU1",農產品情報,,
" https://g0vww.hackpad.com/0Anf3xIpVRq",世界奇觀,,
" https://g0v.hackpad.com/YwYx0vzjUIB",中央氣象局監督網/神貘天氣,,
" http://hack.g0v.tw/abroadplay/nOWhTpJPKx7",公務員考察追蹤網,,
,資料,,
" http://data.gov.tw",data.gov.tw,,
" http://data.g0v.tw",data.g0v.tw,,
" https://hackpad.com/CfT-Data-List-DDLf8Q0KOeF","CfT list",,
" https://hackpad.com/Against-the-Master-Switch--sr1MxStPAO5","TW SOPA 事件",,
https://docs.google.com/document/d/1Te49JsigguXCw2PPSiBwJcs65CxS12sOmLOC1uKY9Mk/edit,FAQ,,
https://groups.google.com/forum/embed/?place=forum/g0v-general,討論區,,
" https://g0v.hackpad.com/-story-tracer-0oYeM9wOR0L",新聞連連看,,
