,,,,,
,,,,,1
,九大建設黑客松,,,,
"   ",活動資訊,,已結束:inverse,,
https://g0v.hackpad.com/FAQ-gLNXqwv6krA,FAQ,,,,
https://docs.google.com/document/d/12a_zHq_ooEv_9R2o3awIaBbDfzl89WB1COSPjVlQwGM/edit,台北,,場地資訊:success,,
https://docs.google.com/document/d/10DTFbriclm9CxpkJ26KQytGDkv0txPDy_sC9Dmx2R-8/edit,台中,,場地資訊:success,,
https://docs.google.com/spreadsheet/ccc?key=0Ak0j8_vTJFGUdHlQVFJTMFJmU1FjbnVJUDBEb1dWNXc,鄉民自我介紹,鄉民自我介紹,鄉民自我介紹,,
https://docs.google.com/spreadsheet/ccc?key=0Ak0j8_vTJFGUdHVhWHJpcmU1S2hoZ0JCd3JLUzJFYXc,專案介紹登記,,,,
https://docs.google.com/document/d/17hwLjPqY0nTM3sr9fWFyEIeXrd0ybGVv33mzGnBSfm0/edit,META,,命名題庫,,
https://docs.google.com/document/d/1qotCK6_ccR3MucEVtTrZ7nKdYXniS7bncZR2Dm85qbQ/edit,"——Idea Pool——","{""expand"": true}",,,
" https://docs.google.com/document/d/1pff0kzVH0AUb-iJ_dgIph0d-w8BNfI-LEnNvr-CVEEs/edit","Listening 聽障專案",,人氣:important,,
" https://docs.google.com/document/d/1DmBXSmYh1knJk6U3zP5T_6QAWa6AhNXosVi0ENydzdQ/edit",失蹤兒少相關,,,,
" https://docs.google.com/document/d/146l8614YjDHYXduFMPDnmw6wsto08JnEaXB5H0rc1-Y/edit",政府福利搜尋器,,,,
" https://docs.google.com/presentation/d/1hxqMduM2m3yadtRAPwxphSBku_T5eRZzNIfnTTItx_M/edit",法令函文易讀轉換,,人氣:important,,
" https://docs.google.com/document/d/1SEfzlfbJHLlTg4maR0R--eggG0LMnpBkpHN43PUSMIw/edit",立院討論44,,,,
" http://hackpad.com/ly.g0v-API-Design-BfddbG2JBOi","立院 API",,,,
" https://docs.google.com/document/d/14YwgvNR0CwuKJGfYp6dfcqbkOC70y_mRqMoXUMVf7uo/edit",送供需媒合系統,,,,
" https://docs.google.com/document/d/1uz4x1oVbfgFjw4c6I_qyWGyzc7SLzN9RccPYQyj0BZM/edit",選票成份分析,,,,
" https://docs.google.com/document/d/1lVyVUdEZz6VFqSpE6fvOzmlayP0nlSpjl88qUvxCmMI/edit",政府福利搜尋器,,,,
https://docs.google.com/document/d/15OCINEQYPQO6_lo9QrawC7EhOwurDLFaBwsDy1ZJ43Q/edit,萌典相關,,,,
" https://dl.dropboxusercontent.com/u/132028/Screenshots/Screen%20Shot%202013-04-24%20at%2010.32.58%20PM.png","New Wireframe",,,,
http://webchat.freenode.net/?channels=g0v.tw,"IRC 聊天室",,,,
,,,,,
"Greetings from Germany & GB",,,,,
,,,,,
,,,,,
,,,,,
