,發表時間,完成,發表者,錄影以 CC-BY 釋出？,主題,專案授權,相關連結,專案三個關鍵字,專案徵人（專長）,youtube url: 專案報告,youtube url: 成果報告,slides url
12,10:16,v,音地大帝,yes,大腸花補完計畫+S4d公民頻道頁面建立+選舉2.0,,https://hackpad.com/2.0--i94GDf4QxUf,"大腸松,公民頻道,選舉2.0",1.類似族語萌典的作法?2.攝護線公民頻道的整合收看網頁->會寫網站的人(?),https://www.youtube.com/watch?v=dzlH8Sb_Juc&index=13&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,
13,10:19,v,dz1984,yes,公有地大行動,CC0,http://hackfoldr.org/POPonFire/,公有地 9d8TW 天龍特公地,前後端,https://www.youtube.com/watch?v=MZ3CM_5m-qM&index=14&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,
14,10:22,v,ipa,yes,憲餅廚房,"翻譯 CC0, 網站 MIT",http://hackfoldr.org/cckitchen/,憲法、勤勞包、基礎建設,前端、翻譯、架站,https://www.youtube.com/watch?v=md1Y62aYrgY&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_&index=15,,
15,10:25,v,ETBlue,yes,動憲法,MIT,https://g0v.hackpad.com/-x--ZlxnPcG1xLm,憲動盟、動民主、2016,資料結構規劃工具人、架站工具人、草根論壇志工,https://www.youtube.com/watch?v=8jqmLZnqgOc&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_&index=16,,
16,10:28,v,a0kman,,M Project,,http://hackfoldr.org/mproject/,跨領域、日本、融合,大型conference類型活動各種工作人員,https://www.youtube.com/watch?v=M_c-IbIDpMk&index=17&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,
17,10:31,v,理查 (monaludao),yes,都市計畫透明化,CC BY,https://g0v.hackpad.com/f3z18AeU2uH,都市計畫、資訊親民、資料整合,"規劃師, 程設, web...各路好手",https://www.youtube.com/watch?v=T1Tbuydjz7c&index=18&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,
18,10:34,v,南港林先生,yes,開放政府資料授權條款-民間建議版,CC0,https://g0v.hackpad.com/Taiwan_open_government_data_license_citizens_community_version,法律、基礎建設,開源軟體授權、文字、公眾授權,https://www.youtube.com/watch?v=TEMMoWLzyEE&index=19&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,http://www.openfoundry.org/of/download_path/openlegal/Open_Government_Data_license_for_Taiwan_from_a_bottom_up_perspective/20141220-proposal.pdf
19,10:37,v,台北林先生,yes,割闌尾W計畫,CC By SA,https://appyteam.hackpad.com/-g0v--5pkcgk4eOtf,全民參與罷免權連署、罷免法下修、蔡正元在你背後非常怒,前端、後端、設計師、PM、行銷,https://www.youtube.com/watch?v=JRvzh5nIJlg&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_&index=20,,https://www.dropbox.com/s/1rlgj6s5t90yzif/g0v%20%E7%AC%AC%E5%8D%81%E4%B8%80%E6%AC%A1%E9%BB%91%E5%AE%A2%E6%9D%BE%EF%BC%9A%E5%89%B2%E9%97%8C%E5%B0%BEW%E8%A8%88%E7%95%AB.pptx?dl=0
20,10:40,v,蔡玉玲 (jaclyn),yes,g0v × gov--可以不去開曼設公司嗎？,CC0,https://vtaiwan.tw/,行政院、法規、工作組,編輯、設計、後端,https://www.youtube.com/watch?v=QMS4HuFzwcE&index=22&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,
21,10:43,v,Kenny,yes,公益實驗室,,https://docs.google.com/document/d/1rKRk4ZL8ROpjeS23006tt61a71jJezbwPSIuEY8jOrY/edit,,,,,
22,10:46,v,Novel,yes,"iOS App審核探討之""政治干預?""",MIT,https://g0v.hackpad.com/iOS-App-l2r4qdju7cR,民運、Mobile App、開心聊天,聊天、經驗分享、record,https://www.youtube.com/watch?v=e9eaOerNmu8&index=23&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,https://docs.google.com/presentation/d/1UAgG2IP3t57X_G-VxpIDiuWH6OqoMoC7glBZVPF1-zg/edit?usp=sharing
23,10:49,V,一人一千瓦,yes,能源反抗軍the Power Within,,,太陽能、核能、民主發電,企劃、軟體工程師,https://www.youtube.com/watch?v=5STHj5SOvI0&index=24&list=PLdwQWxpS513Aqt0pAcF-SNUbZbRp_odC_,,
--截止--,,,,,,,,,,,,
"12/20 14:30【8分鐘短講報名】
每個 present 8min，分享技術、議題、專案、研究皆可。",,,,,,,,,,,,
順序,發表時間（自填）,完成,發表者,同意錄影以 CC-By 釋出?,主題,,相關連結,三個關鍵字,專案徵人,,,
1,14:30,v,pipi,OK,第一次香港占中就上手,,https://slides.com/pipimax/hk,,,http://youtu.be/W78zRvNHs70,,
2,14:38,V,子龍,ok,如何捕捉野生設計師,,,,,http://youtu.be/i7MpE6vzdCs,,
3,14:46,V,a0kman,ok,如何圈養野生公務員,,,,,http://youtu.be/KkHHN2U_P5g,,
4,14:54,V,恰恰,OK,第一次選里長就上手,,https://www.facebook.com/nkjj115?fref=ts,青年參政、里長、民主小草,,http://youtu.be/SpmxJckMwfU,,
5,候補：3:02:00 PM (我超過名額限制了，所以假如不能上台的話，我可以在外面講）,V,,ok,al-jazeera 駭客松產出（10 個媒體相關開源專案）,,https://hackpad.com/Al-Jazeera-Hackathon-Sharing-EpvZemhcNhr,媒體、工具、開源,,http://youtu.be/6QOhkHrVW2M,,
,本期開放4位8分鐘,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"12/20 17:00【開放報禁 present project】 規則：於106-7會議室舉行
每個 present 5min，可視 project 數量和剩餘時間調整",,,,,,,,,,,,
1,17:00,v,台北林先生,yes,割闌尾W計畫,CC By SA,https://appyteam.hackpad.com/-g0v--5pkcgk4eOtf,全民參與罷免權連署、罷免法下修、蔡正元在你背後非常怒,前端、後端、資料整理,https://www.youtube.com/watch?v=tZRcaTVA-Ck&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=1,,https://www.dropbox.com/sh/uav7beyvb69kmq8/AABoazcvGtf35HMLLm-lviOEa?dl=0
2,17:05,v,南港林先生,yes,開放政府資料授權條款-民間建議版,CC0,https://g0v.hackpad.com/Taiwan_open_government_data_license_citizens_community_version,法律、基礎建設,開源軟體授權、文字、公眾授權,https://www.youtube.com/watch?v=wIP4A1Hem_U&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=2,,http://www.openfoundry.org/of/download_path/openlegal/Open_Government_Data_license_for_Taiwan_from_a_bottom_up_perspective/20141220.pdf
3,17:10,,,,,,,,,,,
4,17:15,v,chewei,yes,公有地大行動,CC By SA,http://hackfoldr.org/POPonFire,公有地大行動、揪地霸、天龍特公地,,https://www.youtube.com/watch?v=bxnqqFN1lYE&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=3,,
5,17:20,v,isabel,yes,憲餅廚房: 憲改必考100題,"MIT, CC BY",,,,https://www.youtube.com/watch?v=dIuvDgiQ_ew&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=4,,
6,17:25,v,理查,yes,都市計畫透明化,CC By SA,https://g0v.hackpad.com/-1220-E7k5nHbNBBs,,,https://www.youtube.com/watch?v=mJAk9q_DADY&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=5,,
7,17:30,v,張淵智,yes,貪污判決專案,CC By SA,https://g0v.hackpad.com/--OoaenzjVDKK,抓貪污、判決書、uncover,NLP、法律人、前端,https://www.youtube.com/watch?v=MaIMdH40BTE&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=6,,
8,17:35,v,子龍,yes,設計松,CC0,https://g0v.hackpad.com/0qqoIcDMCLJ,設計、小松、跨界,,https://www.youtube.com/watch?v=TMbIwcoJ428&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=7,,
9,17:40,v,蓮霧+胖胖,yes,開放藥典,"MIT, CC BY",https://hackpad.com/--qNuCNFrcwnm,,,https://www.youtube.com/watch?v=iI2I0TVEeXE&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=8,,
10,17:45,,,,,,,,,,,
11,17:50,v,au,yes,vTaiwan.tw,CC0,https://vtw.link/,行政院、法規、線上諮詢,,https://www.youtube.com/watch?v=c7TNhhFQmB8&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=9,,
12,17:55,v,shelling,yes,[PPT] Political Promise Tracker,MIT,https://g0v.hackpad.com/-Political-Promise-Tracker-4a31UkdBItq,政治承諾、追蹤、協作,新聞整理,https://www.youtube.com/watch?v=-wpvpwCpAyw&list=PLdwQWxpS513APmBQwlMK1z8yHYz8eukOX&index=10,,
13,18:00,,,,,,,,,,,
,,,往上填坑～,,,,,,,,,
,,,音地大帝,,今日報名成果發表者,,"可得到一條""國民黨不倒台灣不會好""黃布條呦","國,民,黨",,,,
